name,ops
ajv,21207156
bueno,332763
class-transformer-validator-sync,58323
io-ts,1414628
jointz,745162
marshal,22211267
runtypes,1038419
superstruct,134261
suretype,20819447
ts-interface-checker,2192555
ts-json-validator,20992661
@typeofweb/schema,909053
valita,3621896
yup,33310
zod,436275
